en,vi,length,translate,bleu_score,meteor
Constantinople under Basil II completely conquered Bulgaria in 1018 as a result of the 1014 Battle of Kleidion.,Constantinopolis dưới sự lãnh đạo của Basil II chinh phục hoàn toàn Bulgaria trong năm 1018 như là kết quả của Trận Kleidion năm 1014.,18,Sinh ra trong khi sự chinh phục hoàn toàn đất của khủng hoảng Liên Xô năm 1018 dẫn đến việc kết thúc Chiến tranh Küle.,0.12740810460323607,0.3314000000000001
I can't tell you how much I appreciate your doing this with me.,Tôi không thể nói cho cô biết tôi đánh giá cao việc cô làm cho tôi như thế nào nữa,13,Tôi không thể nói như thế làm việc của anh với tôi.,0.1390949070853959,0.3658040364583333
"Today, these concepts are no longer used.",Ngày nay người ta không còn dùng khái niệm này nữa.,7,"Ngày nay, những ý tưởng này không còn được sử dụng nữa.",6.5806869883189804e-155,0.33513513513513515
Shallow wounds heal... but deep wounds fester.,Vết thương nhẹ thì sẽ lành... nhưng vết thương sâu thì càng đau đớn,7,"Nó sẽ làm hỏng nghiêm trọng, nhưng có một cơn bão sâu.",9.853445011990208e-232,0.07246376811594203
We all possess that thing.,Tất cả chúng ta đều có nó.,5,Chúng ta đều có thể giải quyết được thứ đó.,3.690122608639576e-78,0.5436643835616438
So you're saying all this time you were lying about this?,Vậy ý mẹ là bấy lâu nay mẹ toàn nói dối về chuyện này?,11,Vậy anh là tất cả những gì anh nói dối về điều này?,3.2703544907197163e-78,0.36770583533173457
"The official name of the organization was Vietnamese Red Cross (VRC), with its headquarters at an avenue in central Saigon named after the organization (Hồng Thập Tự or Vietnamese for Red Cross; currently Nguyễn Thị Minh Khai).","Tên chính thức của Hội là Hội Hồng Thập Tự Việt Nam (HHTTVN), với trụ sở trên con đường chính tại Sài Gòn mang tên Hồng Thập Tự (nay là đường Nguyễn Thị Minh Khai).",37,"Tên chính thức của tổ chức là Red Lan (CSCSC), với trụ sở tại một trung tâm thành phố miền trung thành phố phía tây",0.09733974575414434,0.22549019607843132
"The action is set in Ancient Greece, but like many of Shakespeare’s plays it reflects his contemporary concerns.","Lấy bối cảnh Hy Lạp thời cổ đại, nhưng cũng như nhiều vở kịch khác, nó phản ánh mối quan tâm đương thời của Shakespeare.",18,"Hành động hành động được đặt trong tiếng Hy Lạp, nhưng giống như nhiều người chơi trong vở kịch của ban nhạc mà nó gây ra lo ngại của mình",5.4931618878649074e-155,0.24754901960784317
"What, it's been three years?","cũng đã lâu, 3 năm rồi ấy nhỉ?",5,Cái gì đã từng năm rồi?,9.918892480173173e-232,0.12820512820512822
"She just told everyone your deepest, darkest secret!",Cô ấy vừa nói ra bí mật sâu xa nhất của anh.,8,"Nó chỉ nói với mọi người, bí ẩn của anh, đáng sợ!",1.2882297539194154e-231,0.125
"In other words, the net private product of alcohol businesses is peculiarly large relative to the net social product of the same business.","Nói cách khác, sản phẩm cá nhân ròng của các doanh nghiệp rượu là đặc biệt tương đối lớn so với sản phẩm xã hội ròng của cùng một doanh nghiệp.",23,"Nói cách khác, sản phẩm tư nhân của các doanh nghiệp rượu vang là rất phức tạp cho việc xây dựng sản phẩm xã hội này.",0.3087890466012904,0.4918032786885245
"After the war, Bira returned to racing with several teams.","Sau chiến tranh, Bira trở lại cuộc đua với một số đội.",10,"Sau chiến tranh, Bra trở lại để sinh con nhiều đội.",4.0950962989364673e-78,0.4726890756302521
Pharmacological stimulation of β2 receptors increases coronary blood flow in healthy humans and in patients with mildly atherosclerotic coronary arteries.,Kích thích dược lý của thụ thể β2 làm tăng lưu lượng máu mạch vành ở người khỏe mạnh và ở những bệnh nhân bị xơ vữa động mạch nhẹ.,20,Sự phản ánh về cơ bản <unk> <unk> <unk> 2 tăng cường dòng chảy trong lượng máu cao hơn và những bệnh nhân mắc bệnh nhân mắc phải,2.055872187240657e-78,0.1920969730173949
"Asymmetric digital subscriber line (ADSL) Broadband Internet access Broadband Remote Access Server (BRAS) Cable modem termination system analogous device for CATV ISDN digital subscriber line (IDSL) Multi-service access node (MSAN) Symmetric digital subscriber line (SDSL) Symmetric high-speed digital subscriber line (SHDSL) Triple play (telecommunications) Very-high-bit-rate digital subscriber line (VDSL) Very-high-bit-rate digital subscriber line 2 (VDSL2) ""Digital Subscriber Line Access Multiplexer (DSLAM)"". iec.org.",Đường dây thuê bao kỹ thuật số không đối xứng (ADSL) Truy cập internet băng thông rộng Máy chủ truy cập từ xa băng thông rộng (BRAS) Hệ thống kết thúc modem cáp thiết bị tương tự cho CATV Đường dây thuê bao kỹ thuật số ISDN (IDSL) Nút truy cập đa dịch vụ (MSAN) Đường dây thuê bao kỹ thuật số đối xứng (SDSL) Đường dây thuê bao kỹ thuật số tốc độ cao đối xứng (SHDSL) Triple play Đường dây thuê bao kỹ thuật số tốc độ rất cao (VDSL) Dòng thuê bao kỹ thuật số tốc độ rất cao bit 2 (VDSL2) ^ “Digital Subscriber Line Access Multiplexer (DSLAM)”. iec.org.,62,Một đường dây đa phương trình kỹ thuật số (SDSD) đã đặt hàng không mã nguồn mã nguồn mã nguồn mã nguồn tin cậy (S,6.207905131542555e-80,0.060911120686278325
"After the initial funds to begin construction were voted on 2 July 1861, Garnier established the Opéra Agence, his office on the construction site, and hired a team of architects and draftsmen.","Sau khi số vốn ban đầu cho bắt đầu khởi công được bỏ phiếu vào ngày 2 tháng 7 năm 1861, Garnier đã thành lập Opéra Agence, văn phòng của ông trên công trường, và thuê một đội những kiến ​​trúc sư và người vẽ phác thảo.",32,"Sau khi thu nhập vào dự án xây dựng được tổ chức vào ngày 2 tháng 7 năm 1878, Ga Garaya thiết lập chức vụ xây dựng",0.09694187542095158,0.21511111111111114
For much of the last 20 years the Border League has run 4 divisions which included a significant proportion of reserve teams.,"20 năm trở lại đây, Border League vận hành 4 hạng đấu bao gồm một tỉ lệ rất lớn các đội Dự bị.",22,"Nhiều năm qua, Giải bóng đá quốc gia đã thực hiện 4 sư đoàn, bao gồm một tỷ lệ quan trọng là một trong những đội bóng có dự",1.9415034580908092e-78,0.22543697033898308
"It'll be too difficult to manage, Stephen.","Thế thì khó lắm, Stephen.",7,"Sẽ khó để điều khiển, Stephen.",1.384292958842266e-231,0.19607843137254904
"By following these movements, the player must fill a quota of blood for each stage.","Bằng cách bám theo các động tác này, người chơi phải điền vào một hạn ngạch máu cho từng giai đoạn.",15,"Theo sau những cải cách này, người chơi phải nắm được một phần máu của mỗi người chơi.",0.13090213861544459,0.25701992753623193
"Raewyn Connell has labeled traditional male roles and privileges hegemonic masculinity, encouraged in men and discouraged in women: ""Hegemonic masculinity can be defined as the configuration of gender practice which embodies the currently accepted answer to the problem of the legitimacy of patriarchy, which guarantees the dominant position of men and the subordination of women"".","Raewyn Connell đưa ra những vai trò xã hội được chấp nhận cho Nam giới và đặc tính thống trị, khuyến khích những điều này ở Đàn ông và không khuyến khích nó cho người Phụ nữ: “Đặc tính thống trị trong Nam tính có thể được định nghĩa như là sự phân công giới tính, sự phân công này nhấn mạnh những câu trả lời đang được chấp nhận đối với các vấn đề về tính hợp pháp của tính gia trưởng, Điều này sẽ đảm bảo cho vị trí thống trị của Đàn ông và vị trí lệ thuộc của Phụ nữ"".",55,"Rat đầy đủ các vai trò truyền thống và đặc quyền người đàn ông truyền thống, khuyến khích những người đàn ông nam, lòng trung thành và phụ",1.8351173864409298e-79,0.13096473029045647
"What, do you want an apology?","Gì nào, mày muốn tao xin lỗi à?",6,"Sao, cô muốn một lời xin lỗi?",1.154647032204335e-231,0.12658227848101264
He also thanked the captain and crew of Vietnamese boat for saving the lives of the 22 Filipino crew while calling for a formal investigation on the incident and for diplomatic steps be taken to prevent a repeat of such events.,Ông cũng cảm ơn thuyền trưởng và thủy thủ đoàn thuyền Việt Nam đã cứu mạng 22 thuyền viên Philippines và ông cũng đồng thời kêu gọi điều tra và có động thái ngoại giao với Trung Quốc nhằm ngăn chặn sự việc tương tự có thể xảy ra.,41,Ông cũng tái trang bị thuyền và thủy quân đội Việt Nam cứu sống trong cuộc đời của đoàn thủy thủ đoàn 22 thủy thủ trong một cuộc điều tra chính,1.5847783603629606e-78,0.22972871326847863
All of the monks in the temple said he was their number one master,Tất cả các tăng lữ trong chùa đều nói rằng cậu ta là sư phụ số một của họ.,14,Tất cả các nhà khoa học ở đền thờ nói ông ta là nhân viên của họ.,3.231209322766464e-78,0.39893617021276595
- It's a family trait.,- Là đặc tính gia đình đấy.,5,- Đó là một gia đình có thể.,7.176381577237209e-155,0.4445422535211268
"And every time his answer is, ""It's not my call.""","và mỗi lần câu trả lời của anh ta là ""Đó không phải là trách nhiệm của tôi.""",10,"Và mỗi khi lời trả lời của anh ta là ""không phải gọi tôi.""",0.29097318807917616,0.47073863636363633
"Now most organizations that are trying to send messages to the outside world, to the distributed collection of the audience, are now used to this change.","giờ đây hầu hết các tổ chức đang cố gắng gửi thông điệp đến thế giới bên ngòai, đến bộ sựu tập được đóng góp của người nghe và bây giờ được dùng để thay đổi",26,"Bây giờ, hầu hết các tổ chức đang cố gắng gửi tin cho thế giới bên ngoài, để phân phối các văn chương của khán giả, hiện tại",0.25698004009518205,0.4044823232323232
The Rovers FC D1 squad repeated as Division 1 champions again in 2015 securing the privilege to participate in regional AFC competitions such as the AFC President's Cup (AFC CL for “emerging nations”) and now in the AFC Cup Qualifying Playoffs which has replaced the AFC President's Cup (2016 AFC Cup).,Đội hình Rovers FC D1 lại trở thành đội vô địch Division 1 và giành quyền tham gia các giải đấu khu vực AFC như Cúp Chủ tịch AFC (Giải bóng đá vô địch các câu lạc bộ châu Á cho “các quốc gia mới nổi”) và bây giờ là Vòng loại Playoff Cúp AFC đã thay thế Cúp Chủ tịch AFC (Cúp AFC 2016).,51,"Đội FEC F. 1 2 lần nữa lên hạng năm 2015, tham gia giải đấu tại khu vực như AFFFT (FFF",9.241670731285557e-156,0.11357617243205803
I have been particularly tense.,Tôi đang đặc biệt căng thẳng.,5,Tôi đã bị rối loạn đặc biệt.,1.331960397810445e-231,0.1639344262295082
"In general, the CCC advocates more transparency in government, freedom of information, and the human right to communication.","Nói chung, CCC ủng hộ sự minh bạch trong chính phủ, Thông tin, và quyền con người để truyền thông.",18,"Theo pháp lý, người dân tộc Cib có nhiều hơn trong chính phủ, tự do tự do, tự do tin, và quyền lực của con",3.1872147730727704e-78,0.36585365853658536
She is the queen of the second shift.,Cô ấy là nữ hoàng làm thêm ca luôn á.,8,Cô ta là hậu duệ của giới thứ hai.,1.1193096620723278e-231,0.10101010101010102
I've been meaning to return your key.,Tôi muốn trả lại chìa khóa.,7,Tôi đã rất muốn quay lại chìa khóa.,5.072841446586652e-78,0.7193548387096775
"Zorba, leave them alone!","Zorba, để cho họ yên!",4,"- Đi vào một mình, để lại một mình!",1.0518351895246305e-231,0.0925925925925926
"Mehta notes that Rajneesh's appeal to his Western disciples was based on his social experiments, which established a philosophical connection between the Eastern guru tradition and the Western growth movement.","Đối với Mehta, sức thu hút của Osho đối với các đệ tử phương Tây dựa trên các thí nghiệm xã hội của ông, tạo ra mối liên hệ triết học giữa truyền thống guru phương Đông và phong trào phát triển phương Tây.",30,Mettara ghi chép rằng việc chi phối các tác phẩm của mình cho các thí nghiệm phương Tây của ông dựa trên các thí nghiệm xã hội của,0.1562503714773555,0.27278236373165615
You're not going to touch it?,Anh sẽ không đụng tới số tiền đó?,6,Anh sẽ không chạm vào nó sao?,4.352883339726264e-78,0.3727144866385373
Powerplant is two Liming Wopen-6A (Tumansky R-9) turbojet engines.,Nó được trang bị 2 động cơ tuabin Liming Wopen-6A (Tumansky R-9).,9,Máy điện được trang trí là hai máy bay ném bom N-T (Traftru RT) (bằng máy bay phản lực),4.124992736016442e-155,0.14763779527559054
"Bangkok is home to the headquarters of all of Thailand's major commercial banks and financial institutions, as well as the country's largest companies.","Bangkok là nơi đặt trụ sở chính của tất cả các ngân hàng thương mại và các tổ chức tài chính lớn của Thái Lan, cũng như các công ty lớn nhất của đất nước.",23,"Căn nhà của tỉnh Thái Lan là một trung tâm chính của Thái Lan và tài chính, cũng như các cơ sở quan lớn nhất của quốc gia.",2.892118089924577e-78,0.35394478491104897
"The following is a list of the highest-grossing films in China (excluding Hong Kong, Macau and Taiwan), based on data by Entgroup's China Boxoffice (CBO) website with the gross in yuan.","Sau đây là danh sách của các phim có doanh thu cao nhất tại Trung Quốc (không tính Hồng Kông và Đài Loan), dựa trên dữ liệu của Entgroup's China Boxoffice (CBO), được tính bằng nhân dân tệ.",31,"Sau đó, danh sách các bộ phim bán chạy nhất ở Trung Quốc (được thành lập ở Trung Quốc, Hồng Kông và Đài Loan), dựa trên các",0.1828083087830182,0.3756699789220115
His brother Josef was arrested in September and eventually died in the Bergen-Belsen concentration camp in April 1945.,Riêng Josef thì bị bắt vào tháng 9 và cuối cùng chết tại trại tập trung Bergen-Belsen vào tháng 4 năm 1945.,18,Anh trai của anh bị bắt vào tháng 9 và sau đó bị bắt ở trại giam giữ trong trại giam ngày 19 tháng 4 năm 1945.,0.2661039908366136,0.4659320477502296
"You're holding 50,000 volts, little man.",Cậu đang nắm 50.000 vôn đó cậu nhóc.,6,"Cậu đang giữ 2 giờ, nhưng hơi quá nhiều.",6.08970970641905e-155,0.1234567901234568
"The question is, what do we do?",Câu hỏi là: chúng ta làm gì?,7,Câu hỏi là chúng ta làm gì?,0.488923022434901,0.8412698412698414
"She previously served as Manager for Management Accounting, Manager for Financial Accounting and Manager for Finance.","Trước đây bà từng là Quản lý Kế toán Quản trị, Giám đốc Tài chính Kế toán và Quản lý Tài chính.",16,"Bà từng là người làm quản lý về quản lý cho tài chính, mua sắm và giám sát.",4.270458200290904e-155,0.38356481481481486
"The period between 1911 and 1919 was filled with political turmoil, particularly with trade union unrest, which culminated on 17 December 1918.","Giai đoạn từ năm 1911 đến năm 1919 tràn ngập khủng hoảng chính trị, đặc biệt là tình trạng bất ổn của công đoàn, lên đến đỉnh điểm vào ngày 17 tháng 12 năm 1918.",22,"Thời kỳ giữa năm 1965 và 1919 bị tuyệt đối với những người chính trị, đặc biệt là với các liên minh thương mại, mà diễn ra vào ngày",0.11995369351828278,0.2501435544071203
You are forever banished.,Ngươi bị trục xuất mãi mãi.,4,Các bạn là không có nguy cơ bị tuyệt chủng.,1.0244914152188952e-231,0.078125
Now you think she's pathological.,Giờ cậu nghĩ cô ta bệnh à.,5,Giờ anh nghĩ cô ấy là một vũ công.,6.7393716283177006e-155,0.35493827160493824
I only wish Ben were here.,Toi chỉ ước có Ben ở đây.,6,Tôi chỉ ước là có gì ở đây.,9.696727898117387e-155,0.6281690140845071
"The party has remained in various coalitions since then, with Andrus Ansip as Prime Minister since 2005.","Đảng này vẫn trong liên minh khác nhau kể từ đó, Andrus Ansip, Thủ tướng Chính phủ từ năm 1995.",17,"Phần còn lại trong nhiều liên minh khác nhau kể từ đó, với Thủ tướng An ninh là Thủ tướng từ năm 2005.",0.3083012995502152,0.5801860974274767
"He is sent by Tywin to impose order on the capital as well as his nephew Joffrey, the new king, as a civil war begins.","Để tái lập trật tự tại kinh đô cũng như kìm hãm đứa cháu trai mới lên ngôi là Joffrey, Tyrion được Tywin cử đến kinh đô ngay trước khi cuộc nội chiến bắt đầu.",25,"Ông bị thuyết phục bởi thái giám sát vào thủ đô của ông cũng như đồng tính của ông, vua mới, như một cuộc chiến tranh bắt đầu.",4.285486736171518e-155,0.13982269292556673
"Following the Formosa Air Battle, a convincing demonstration of the power and mobility of sea power, Task Force 38 returned to the east coast of Luzon to strike enemy air bases in the Philippines to neutralize Japanese air power during the invasion of Leyte.","Sau các trận không chiến tại Đài Loan nhằm khẳng định sức mạnh và khả năng cơ động không lực, Lực lượng Đặc nhiệm 38 quay trở lại vùng bờ Đông Luzon để tấn công các căn cứ không quân đối phương tại Philippine, nhằm vô hiệu hóa sức mạnh không quân Nhật Bản trước cuộc tấn công chiếm Leyte.",44,"Sau trận không quân, một cuộc biểu tình của quyền lực phòng thủ và lực lượng đặc nhiệm, Lực lượng Đặc nhiệm 3 người dân trở lại phía Đông",0.041359587692041386,0.17965241163835186
"Fuel-grade plutonium contains from 7% to less than 19%, and power reactor-grade contains 19% or more plutonium-240.","Plutoni cấp vũ khí chứa ít hơn 7% plutoni-240, còn cấp nhiên liệu thì chứa từ 7% đến dưới 19%, và cấp năng lượng lò phản ứng thì chứa từ 19% plutoni-240 trở lên.",17,"Các loại dầu tự nhiên có thể chiếm ít hơn 7% so với 3.3%, và điện thế tự động hóa chứa 19% hoặc nhiều hơn 2",1.5540246232103858e-78,0.10542168674698794
"Congratulations, Master Fang!","Chúc mừng, Phương đại hiệp!",3,"- Chào mừng, bác sĩ.",1.2183324802375697e-231,0.10000000000000002
"And when he gets here, I need you boys to do something for me.","Và khi hắn đến đây, tao cần tụi bây làm giúp tao vài việc. được chứ?",14,"Và khi anh ta đến đây, tôi cần anh làm gì đó cho tôi.",6.5525087774089644e-155,0.3234880450070324
"I see. We'll feed her lots of vegetables, then.",Vậy thì bà cháu mình phải cho mẹ ăn thật nhiều rau quả.,9,"Tôi thấy, chúng tôi sẽ nuôi cô ấy nhiều, sau đó.",0.0,0.0
Life has dropped you at the bottom of the heap,Cuộc sống đẩy cô xuống tận đáy xã hội rồi.,10,Cuộc sống đã làm bạn ở đáy phía sau đám đông,6.061838450024688e-155,0.25302530253025296
"You're a smart monkey, but I'm the zookeeper.",Cậu là một con khỉ thông minh. Nhưng tôi là người giữ vườn thú.,8,"Anh là một người tiên phong thông, nhưng tôi là người giữ vườn thú.",0.3934995962231127,0.6393298059964727
"- Now, what have I forgotten?",tôi có quên gì nữa không?,6,- Giờ thì tôi quên chuyện gì nhỉ?,1.4256605770826504e-231,0.24193548387096772
But I never want to see you again... ... onoroffthe screen.,Nhưng em sẽ không bao giờ gặp lại anh nữa trong hay ngoài các bộ phim.,11,Nhưng tôi chưa bao giờ muốn gặp lại anh...,4.1836418101190225e-155,0.29150326797385623
"On 4 May she shot down two planes within 50 feet of the ship, receiving a shower of gasoline and burning debris, then aided Gwin by firing on another kamikaze.","Vào ngày 4 tháng 5, Cowell bắn rơi hai máy bay tấn công cảm tử Kamikaze chỉ cách con tàu 50 ft (15 m), hứng chịu một cơn mưa mảnh cháy và dầu đốt, rồi đi đến trợ giúp cho chiếc Gwin vốn bị một máy bay Kamizake khác đâm trúng.",30,"Vào ngày 4 tháng 5 nó bắn rơi hai chiếc máy bay trong 50 chiếc, được 1 quả ngư lôi và một ống phóng ngư lôi, rồi bị bắn",0.06908804067193028,0.26183970856102007
But he was the unfortunate consequence of a successful test. And I'm not gonna let you or Anna Mueller or anyone else destroy what I've worked so hard to build.,Nhưng ông ta chỉ là một sự cố nhỏ của một cuộc thử nghiệm thành công và tôi sẽ không để Anna hay ai khác phá hủy những gì tôi dồn công sức tạo nên.,30,"Nhưng ông ấy là hậu quả không thành công, và tôi sẽ không cho cô hay để Anna hay bất kỳ ai khác hay những người khác đã phá hủy",0.13158007524371682,0.36594202898550726
"He is best known for his book The Decline of the West (Der Untergang des Abendlandes), published in 1918 and 1922, covering all of world history.","Ông được biết đến nhiều nhất với cuốn Sự suy tàn của phương Tây (Der Untergang des Abendlandes), xuất bản các năm 1918 và 1922, bao phủ toàn bộ lịch sử thế giới.",26,"Ông được biết đến với cái sách của cuốn sách The West Rail (Dereredvd) (Brierer Aber), xuất",0.06643019265992486,0.2236763535031847
"And quite frankly, I don't think it's good for you, either.","Và hoàn toàn thẳng thắn, tôi cũng không nghĩ nó tốt cho anh.",11,"Và khá, tôi không nghĩ là tốt cho bạn.",6.111033062315438e-155,0.4056437389770724
"She replied immediately, ""I know about napkins, but if I start using napkins, then we have to cut our family milk budget.""","Cô ấy trả lời ngay lập tức, ""Em biết về băng vệ sinh đó chứ, nhưng nếu em bắt đầu sử dụng chúng, thì chúng ta phải cắt giảm khoản chi cho sữa của gia đình mình.""",22,"Cô ta ngay lập tức, ""Tôi biết về những chiếc ghế, nhưng nếu tôi bắt đầu sử dụng vi- giờ, chúng ta phải cắt cổ phần",0.16926879945161669,0.4339310584958217
"He was a member of the so-called ""Georgian mafia"" of Lavrenti Beria, head of the NKVD.","Ông là thành viên của cái gọi là ""mafia Gruzia"" của Lavrenti Beria, người đứng đầu NKVD .",16,"Ông là một thành viên của người Ý gọi là ""Guc-Ge-Grachle"" của Lavra, người đầu.",3.388536553453835e-78,0.46488107693380754
"Others, like d'Argenson, his Minister of War commented on his extreme shyness and timidity; his inability to make conversation with others.","Những người khác, như d'Argenson, Thượng thư bộ chiến tranh, nói về sự nhút nhát và rụt rè của ông; ông thiếu khả năng đàm thoạt với người khác.",21,"Một số người khác, như thủ tướng của Tanson, bộ trưởng nội chiến của ông về mặt cực kỳ bình thường và gây ra tranh cãi cho",2.0296212080975075e-78,0.20276063100137176
"Come on, you got to feel something for somebody.","Thôi nào, mày phải cảm nhận điều gì cho ai đó chứ hả.",9,"Thôi nào, anh sẽ phải cảm nhận thứ gì đó cho một người khác.",3.9543559515104263e-78,0.5361402671755726
"The total derivative of f {\displaystyle f} at a {\displaystyle a} may be written in terms of its Jacobian matrix, which in this instance is a row matrix (the transpose of the gradient):","Tổng đạo hàm của f {\displaystyle f} tại a {\displaystyle a} có thể được viết theo ma trận Jacobian của nó, trong trường hợp này là ma trận hàng ( chuyển vị của gradient ):",33,"Tổng số các cụm từ của f {\displaystyle n} là một phép nhân có thể được viết theo định nghĩa của maclor, trong",0.13541514643411157,0.3024326101249178
Can't we see each other just one more?,Không cho bọn ta gặp nhau dù chỉ một lần?,8,Chúng ta không nhìn thấy nhau sao?,8.676910262183261e-232,0.15463917525773196
"The Brotherhood's stated goal is to instill the Quran and the Sunnah as the ""sole reference point for ... ordering the life of the Muslim family, individual, community ... and state"".","Mục đích của tổ chức này được tuyên bố là truyền dẫn kinh Qur’an và Sunnah như ""điểm tham chiếu duy nhất để... dẫn dắt cuộc sống cho gia đình, cá nhân, cộng đồng,... và quốc gia Hồi giáo"".",31,"Mục tiêu của người dân nói tiếng Tây Ban Nha là Quốc lộ Mặt Trời và Mặt Trời như ""con đường cho... sự sống... cuộc sống của người",3.1239249197152486e-155,0.14037763852242743
The liquid thus formed may get trapped as the pores of the gas reservoir get depleted.,Chất lỏng do đó hình thành có thể bị mắc kẹt khi các lỗ của bình chứa khí bị cạn kiệt.,16,"Do đó, chất lỏng được hình thành có thể làm giảm sự sụp đổ của các hồ chứa được sinh sản xuất.",0.12858902882463452,0.42274881516587676
It is a member of the Canadian Arctic Archipelago.,Đây là một đảo nằm trong Quần đảo Bắc Cực thuộc Canada .,9,Đây là một thành viên của vùng Tây Ban Nha Tây Ban Nha.,2.9699189645069595e-78,0.22649572649572652
Okay?&lt;/i&gt; &lt;i&gt;How about that?,Okay?&lt;/i&gt; &lt;i&gt;Thế nào?,4,Ừ sao?,0.0,0.0
"Look, there are three things for certain in life-- death, taxes and count.","Này, chỉ có 3 thứ thực sự có ý nghĩa với cuộc đời-- Cái chết, thuế mà và... điểm danh.",13,"Nghe này, có 3 điều trong đời sống... cái chết, chết lớn và số tiền.",3.6951568549677833e-155,0.1907692307692308
They sure don't look like birds to me.,Cháu thấy chúng chẳng giống chim tí nào.,8,Chắc là không phải ai cũng giống như chim tôi.,1.0244914152188952e-231,0.06097560975609756
Remember when I said you wouldn't believe the skeletons Tyler found?,Có nhớ khi tôi nói bạn sẽ không tin những bí mật đen tối mà Tyler tìm ra chứ?,11,Có nhớ khi nào anh nói anh sẽ không tin mấy con kim loại được tìm thấy không?,3.9065490161443384e-78,0.39682539682539686
And I think you seem very professional all.,Và tôi nghĩ anh rất chuyên nghiệp. Tất cả các anh,8,Và tôi nghĩ các bạn rất chuyên nghiệp.,5.363371310299767e-78,0.6284569902727446
The winners chosen by subsequent voting are revealed at the annual Critics' Choice Movie Awards ceremony in January.,Những người giành chiến thắng lựa chọn bởi cuộc bầu chọn sau đó được tiết lộ vào lễ trao giải Lựa chọn của Nhà phê bình Điện ảnh vào tháng 1.,18,Người chiến thắng do người chơi tiếp theo được tiết lộ tại giải thưởng hàng năm của CEC's Rest Awards ở tháng 1.,2.136484284363009e-78,0.29536423841059606
"Pralidoxime, 2-pyridinaldoxime methylchloride, is prepared by treating pyridine-2-carboxaldehyde with hydroxylamine.","Pralidoxime, 2-pyridinaldoxime methylchloride, được điều chế bằng cách xử lý pyridine-2-carboxaldehyd bằng hydroxylamine .",10,"Plixlix, 2-Muloxaciniumium DNAyl cal, được điều chế bởi ethyl-D-2 tương",2.473563156900434e-78,0.21650326797385622
"Oh, its worth is what we're here to discuss.",Đáng với cuộc thảo luận tại đây.,9,tiền của nó là những gì chúng ta đang ở đây để thảo luận.,9.418382295637229e-232,0.06493506493506494
"If you take this thing, you know very well it weighs very little.","Nếu quí vị lấy cái này, quí vị biết rõ là nó rất nhẹ.",13,"Nếu bạn có thứ này, bạn sẽ biết rõ rất nhiều về nó rất nhiều.",7.293108985295422e-155,0.36249014972419225
"The greater the altitude, the lower the pressure.","Độ cao càng tăng, áp suất càng giảm.",8,"Các thủy ngân lớn hơn, áp suất thấp hơn.",6.08970970641905e-155,0.23148148148148148
"There's a couple of thousand cooks, mechanics and doctors here.","Có đến vài ngàn anh nuôi, thợ máy và bác sĩ ở đây.",10,"Có một vài ngàn thức ăn, cơ học và bác sĩ ở đây.",0.3438931217657843,0.5991586538461539
"Well, if you can't be with the one you love.","♪ Ôi, nếu em không thể ở bên người đàn ông em yêu ♪",10,Nếu như cô không thể ở bên một người yêu thương.,0.197674377662711,0.4632802025919856
I got to go out of town for ten days.,Anh phải rời thành phố 10 ngày,10,Tôi phải đi khỏi thị trấn 10 ngày.,1.2882297539194154e-231,0.14084507042253522
"Luang Phau Khun, a monk of Wat Ban Rai, proposed changing the district's name to ""Theparak"".","Luang Phau Khun, một nhà sư của Wat Ban Rai, đã đề xuất đổi tên thành Theparak.",16,"Kungyang Kage K, một nhà khảo cổ người Ban nhạc của Bani Baniva, đã đề xuất tên gọi của huyện ""The",2.8601459512794803e-78,0.40364583333333326
News Feed is a feature of the social network Facebook.,News Feed là một tính năng của mạng xã hội Facebook .,10,New Zealand là một đặc điểm của mạng lưới báo xã hội.,7.825799788115097e-155,0.37166666666666676
Twist has a direct connection to the Autobahn 31 which acts as north-south route between the North Sea and the Ruhr.,Twist nối trực tiếp với xa lộ 31- tuyến đường Bắc-Nam giữa Biển Bắc và Ruhr.,21,"Các liên kết có liên kết trực tiếp đến thành phố chủ sở hữu 31 tiểu bang, bao gồm các tuyến đường sắt phía bắc giữa biển phía Bắc và",5.879592486334877e-155,0.4310344827586207
I just need another day.,Tôi chỉ cần thêm một ngày nữa.,5,Tôi chỉ cần một ngày khác.,6.147254555356275e-78,0.7014492753623188
Order them room service.,Ra lệnh cho phục vụ phòng.,4,Đưa phòng cho họ phục vụ phòng.,5.395774370246974e-78,0.6147540983606558
"If a man loses three of them, he will die.",Nếu một nam nhân mất ba vía sẽ chết.,10,Nếu một người thất bại thì anh ta sẽ chết.,8.14486865257726e-155,0.412087912087912
"His work and essays popularising the new understanding of radioactivity was the main inspiration for H. G. Wells's The World Set Free (1914), which features atomic bombs dropped from biplanes in a war set many years in the future.","Công việc nghiên cứu và các bài tiểu luận của ông đã phổ biến sự hiểu biết mới về phóng xạ và là nguồn cảm hứng chính cho cuốn The World Set Free (1914) của H. G. Wells, trong đó các quả bom nguyên tử rơi từ máy bay trong một cuộc chiến tranh kéo dài nhiều năm trong tương lai.",39,Công việc của ông và những bài báo nổi tiếng mới nổi tiếng của việc tìm kiếm sự truyền cảm hứng chính là nguồn cho M. R. M.,9.340724648521676e-79,0.2087040246485654
