en,vi,length,translate,bleu_score,meteor
"Frankie, you don't have to wear the uniform here.","Frankie, ở đây con không phải mặc đồng phục đâu.",9,"Frankie, anh không cần mặc bộ đồng phục ở đây.",7.57965434483665e-155,0.4263888888888889
"You say the word, they're ready to go.","Ông chỉ đạo, họ sẵn sàng đi.",8,"Anh nói cái này, họ sẵn sàng đi.",0.345720784641941,0.5589788732394366
"In his view, transactions in a market economy are voluntary and that the wide diversity that voluntary activity permits is a fundamental threat to repressive political leaders and greatly diminish their power to coerce.","Theo quan điểm của ông, các giao dịch trong nền kinh tế thị trường là tự nguyện và sự đa dạng rộng rãi mà giấy phép hoạt động tự nguyện là mối đe dọa cơ bản đối với các nhà lãnh đạo chính trị đàn áp và làm giảm đáng kể quyền lực của họ để ép buộc.",34,"Trong quan điểm của ông, các giao dịch trong nền kinh tế thị trường là tự nguyện và",0.10176888913418759,0.29841086761501984
You sure about these guys?,Anh có chắc chắn về họ?,5,Anh có chắc về những người này không?,4.797597231912944e-78,0.6048387096774195
"Such emotional or motivating stimulation typically is also experienced subjectively (enters awareness, is in consciousness).","Sự kích thích cảm xúc hoặc động lực như vậy thường được trải nghiệm một cách chủ quan (đi vào nhận thức, là trong ý thức).",15,Những kích thích cảm xúc hoặc động lực như vậy thường được trải nghiệm một cách chủ quan (,0.6124139389832403,0.6718683753436274
"We bow to you, united.",Chúng con cúi chào Người.,5,"Chúng tôi tôn trọng anh, đoàn kết.",1.1200407237786664e-231,0.09615384615384616
The ship received thousands of visitors during her calls to many Mediterranean ports.,Con tàu đã tiếp đón hàng nghìn lượt khách viếng thăm khi ghé qua nhiều cảng tại Địa Trung Hải.,13,Tàu đã nhận được hàng ngàn lượt khách trong các cuộc gọi của nó đến nhiều cảng biển ở,6.124961968451027e-155,0.31894164701056305
"He refuses his daughter nothing, When pleaded with teary eye.","Cha không từ chối con gái mình điều gì, khi em xin xỏ bằng đôi mắt đẫm lệ.",10,"Ông không chịu tha thứ cho con gái mình, Khi cầu xin với đôi mắt buồn.",6.224835893769017e-155,0.3216005503324926
"During Victoria's last years, Louise carried out a range of public duties, such as opening public buildings, laying foundation stones, and officiating at special programmes.","Trong những năm cuối đời của Victoria, Louise đảm nhiệm một loạt các việc công ích như cho mở các công trình công cộng, đặt đá móng và thực thi các chương trình đặc biệt.",25,"Trong những năm cuối cùng của Victoria, Louise thực hiện một loạt các nhiệm vụ công cộng,",0.1032241315354549,0.3953313253012048
You know how the game works.,Cậu biết mọi thứ tiến hành thế nào mà.,6,Anh biết trò chơi hoạt động thế nào.,1.1368587676511996e-231,0.11235955056179774
"There, she is introduced to Ash, and she tells him about the legend of the Ultra Beasts and the possibility of Nebby being one.","Ở đó, cô được giới thiệu với Ash, và cô kể cho anh nghe về truyền thuyết về Siêu thú và khả năng Nebby là một.",24,"Ở đó, cô được giới thiệu với Ash, và cô kể cho anh ta về huyền thoại",0.44417880766201817,0.5512643304333685
Three native boatmen quarrelling over five annas were making an awful row at his elbow.,Ba bản địa boatmen cãi nhau hơn năm annas được một hàng khủng khiếp của mình khuỷu tay.,15,Ba người thuyền trưởng bản địa cãi nhau trong 5 ngày đã làm một cuộc cãi vã kinh khủng,6.709616501577743e-155,0.26496786559927843
"In 1991 after German reunification SDAG Wismut was transformed into the Wismut GmbH company, owned by the Federal Republic of Germany, which is now responsible for the restoration and environmental cleanup of the former mining and milling areas.","Năm 1991 sau khi hợp nhất SDAG Wismut của Đức được chuyển đổi thành công ty Wismut GmbH, thuộc sở hữu của Cộng hòa Liên bang Đức, hiện chịu trách nhiệm khôi phục và làm sạch môi trường của các khu vực khai thác và xay xát trước đây.",38,"Năm 1991, sau khi sáp nhập Đức, SDAG Wismut",1.1192747480648494e-156,0.09475308641975308
"I tried to get across, too, that -- my opponents will tell you -- you never heard me mention winning.",Tôi cũng cố dạy trò của mình rằng -- các đối thủ của tôi sẽ cho các em biết họ không bao giờ nghe tôi nói đến chuyện thắng,20,"Tôi cố vượt qua, rằng -- đối thủ của tôi sẽ nói với bạn -- bạn",0.12774543505765562,0.2685920577617329
So women are much more likely to do this kind of thing than men.,Phụ nữ thường làm điều này nhiều hơn đàn ông.,14,Vì vậy phụ nữ có nhiều khả năng làm điều này hơn đàn ông.,5.053216933905455e-78,0.8273979107312441
Whipple would try to detect comet sized objects out to 10000 AU,Whipple sẽ cố gắng phát hiện các vật thể sao chổi có khoảng cách lên tới 10 000 À,12,Whipple sẽ cố gắng phát hiện các vật thể có kích thước lớn hơn 100,0.43344798088553893,0.535483870967742
"Pulau Tikus proper starts near the junction of Burmah Road with Edgecumbe Road, and ends just before the Bagan Jermal junction.","Pulau Tikus bắt đầu từ ngã ba đường Burmah và đường Edgecumbe , và kết thúc ngay trước ngã ba Bagan Jermal.",21,Pulau Tikus chính thức bắt đầu gần giao lộ của Burmah Road với đường,4.268560142419265e-155,0.2410901467505241
Coeliac disease is slightly more common in women than in men.,Bệnh Celiac hơi phổ biến ở phụ nữ hơn ở nam giới.,11,Bệnh coeliac có thể gặp ở phụ nữ hơn ở nam giới.,0.5331675363405771,0.7458847736625513
Never mind the design. I'll make the inverter and show you,"Thầy đừng lo về bản thiết kế, em sẽ làm chiếc máy đó rồi sẽ cho thầy xem.",11,"Không sao, tôi sẽ làm cái máy biến áp và cho bạn xem.",4.2963260032418565e-155,0.14285714285714285
"I lied, I stole, I cheated I gambled, I whored, I drank and persecuted, tortured and murdered.","Tôi đã nói dối, đã trộm cắp, đã lừa gạt đã cờ bạc, đĩ điếm, rượu chè và đã bức hiếp, hành hạ và giết người.",17,"Tôi đã nói dối, tôi đã lừa dối, tôi đã lừa dối, tôi đã đánh bạc",0.10472256835397266,0.16
"The average young person today in a country with a strong gamer culture will have spent 10,000 hours playing online games by the age of 21.",Hiện nay một thanh niên bình thường tại một đất nước với văn hóa game thủ tương đối mạnh tới năm 21 tuổi đã dành 10000 giờ chơi game online.,26,Người trẻ trung bình ngày nay ở một đất nước có nền văn hóa game mạnh sẽ dành 1,2.3445321922920138e-78,0.28667820069204153
Spain remained neutral in the First World War.,Tây Ban Nha duy trì trung lập trong Chiến tranh thế giới thứ nhất.,8,Tây Ban Nha vẫn trung thành với Liên Xô trong Chiến tranh thế giới thứ nhất.,0.46892438882117243,0.7667908276102898
"You're going to see the sharp bladed tip, and right when it punctures that rubber membrane it's going to disappear into this white blunt sheath.","Bạn sẽ thấy đầu lưỡi sắc bén, và ngay khi nó xuyên qua màng cao su nó sẽ biến mất vào lớp vỏ cùn màu trắng này.",25,"Bạn sẽ thấy đầu lưỡi sắc bén, và ngay khi nó đâm vào màng nhựa đó nó sẽ",0.3846570549237153,0.5692635163899532
"And it creates a simple, low-speed data stream in 10,000 bits per second, 20,000 bits per second.","Và nó tạo ra một luồng dữ liệu tốc độ thấp, đơn giản vào khoảng 10.000 bits một giây, 20.000 bits một giây.",17,"Và nó tạo ra một dòng dữ liệu đơn giản, tốc độ thấp với 10.0",0.18993977894886543,0.42229729729729726
He says he's gonna kill her unless we come to his house.,Nó nói nó sẽ giết nàng trừ phi chúng ta lại nhà nó.,12,Hắn nói hắn sẽ giết cô trừ khi chúng ta đến nhà hắn.,8.16437745974496e-155,0.44034536891679743
"IGFBP-3, the most abundant protein, accounts for 80% of all IGF binding.","IGFBP-3, protein phong phú nhất, chiếm 80% trong tất cả các liên kết IGF.",12,"IGFBP-3, protein có nhiều nhất, chiếm 80% tổng số",2.9105601328377185e-78,0.3585185185185185
"Angela Merkel has -- she always does -- that look, she always does that.","Angela Merkel vẫn như thường lệ Dáng vẻ đó, bà ý vẫn luôn như vậy",14,"Angela Merkel luôn làm thế, cô ấy luôn làm thế.",3.865846993487796e-155,0.17624521072796934
Numerous monuments and awards throughout the country are named in her honor.,Vô số tượng đài và giải thưởng trong cả nước được đặt tên để vinh danh cô.,12,Nhiều di tích và giải thưởng trên khắp đất nước được đặt tên theo vinh dự của bà.,0.20105373454060027,0.455500730994152
Join Manny and Danny in the land of tequila and grateful señoritas.,Cùng Manny và Danny với mảnh đất của rượu Tequila. và biết ơn phụ mẫu.,12,Hãy cùng Manny và Danny đến với đất nước tequila và lòng biết ơn.,3.217613858851894e-78,0.47137164429530204
The collaboration was the duo's official debut as singers and Super Junior-T's entrance in the Japanese market.,Sự kết hợp này là sự ra mắt đầu tiên của bộ đôi Moeyan với tư cách ca sĩ và sự xâm nhập đầu tiên của Super Junior-T vào thị trường Nhật Bản.,17,Sự hợp tác này là lần đầu tiên cả hai xuất hiện với tư cách là ca sĩ và,2.319004085031767e-78,0.342057841068917
What happened to the wall?,Tường bị làm sao thế ạ?,5,Thế còn bức tường thì sao?,0.0,0.16666666666666666
"I won't say a word or ask any questions, but get out!","Tôi sẽ không nói một lời hay hỏi một câu nào, nhưng hãy ra ngoài.",12,"Tôi sẽ không nói gì hay hỏi bất cứ câu hỏi nào, nhưng hãy ra khỏi đây!",0.3222538601891173,0.6897020443671161
"Your Honour, we're not calling any witnesses.","Thưa Tòa, chúng tôi sẽ không gọi bất kỳ nhân chứng nào hết.",7,"Thưa quý vị, chúng tôi không gọi bất kỳ nhân chứng nào.",0.44462966469165144,0.6847545219638242
We looked into all this.,Bọn tôi đã kiểm tra những chuyện này cả rồi.,5,Chúng tôi đã xem xét tất cả chuyện này.,6.480360213743594e-155,0.3188131313131313
"The Court has emphasized the fundamental nature of Article 3 in holding that the prohibition is made in ""absolute terms ... irrespective of a victim's conduct"".","Tòa án Nhân quyền đã nhấn mạnh tính chất cơ bản của Điều 3 khi cho rằng việc cấm đoán được quy định bằng ""các lời lẽ tuyệt đối... bất kể hạnh kiểm của nạn nhân""."".",26,Tòa án nhấn mạnh bản chất cơ bản của Điều 3 trong việc tuyên bố rằng việc cấm được,0.15430763860712815,0.38265306122448983
"He also signed a treaty in 1263 with the Egyptian Mamluk sultan Baibars and Berke, the Mongol Khan of Kipchak Khanate.","Ông còn ký một hiệp ước năm 1263 với Sultan Mamluk Baibars của Ai Cập, và Khan Mông Cổ Berke của Kim Trướng hãn quốc.",21,Ông cũng ký một hiệp ước năm 1263 với hoàng đế Ai Cập Mamluk,0.21547783486433605,0.40502092050209204
"Sorry. Mrs. Glenn, I need you to take us to Misty's house.","Xin lỗi bà Glenn, bà đưa tôi tới phòng Misty nhé.",12,"Xin lỗi, bà Glenn, tôi cần bà đưa chúng tôi đến nhà Misty.",7.855726910762709e-155,0.45634920634920634
I just wanted to get away from that for a while.,Tôi chỉ muốn thoát khỏi những chuyện đó một thời gian.,11,Tôi chỉ muốn thoát khỏi chuyện đó một thời gian.,0.710866788975034,0.9137614678899082
You're taking this too far.,- Anh đi quá xa rồi đấy. - Gì cũng được.,5,Anh đang đi quá xa.,2.796028875425319e-155,0.24572649572649571
"That is, we don't just get a few more questions right on I.Q. tests.","Nghĩa là, chúng ta không chỉ có thêm một vài câu hỏi trong bài kiểm tra I.Q.",14,"Đó là, chúng ta không chỉ nhận được vài câu hỏi trên bài thi IQ.",0.29657123965181537,0.5257936507936507
"Despite some initial successes early in the invasion, the continued Iraq War fueled international protests and gradually saw domestic support decline as many people began to question whether or not the invasion was worth the cost.",Tuy có một số thành công ban đầu ngay đầu cuộc xâm chiếm nhưng cuộc chiến tranh Iraq kéo dài đã châm ngòi cho các cuộc phản đối quốc tế và dần dần sự ủng hộ cuộc chiến tranh này trong nước cũng xuống thấp khi nhiều người Mỹ bắt đầu đặt câu hỏi rằng liệu cuộc xâm chiếm này có đáng giá hay là không.,36,"Mặc dù có một số thành công ban đầu đầu trong cuộc xâm lược, Chiến tranh Iraq tiếp",0.028504540750584912,0.2074162998532746
- I need to talk to my client.,- Tôi cần nói chuyện với thân chủ.,8,- Tôi cần nói chuyện với khách hàng của tôi.,0.5169731539571706,0.7300135501355014
"(Laughter) For a dollar 99, you can listen to that silence, which is different than other forms of silence.",(cười lớn) Chỉ cần 1 đô và 99 cent là bạn có thể lắng nghe sự im lặng đó một thứ tĩnh lặng khác với các dạng im lặng khác.,19,"(Cười) Với 1 đô la 99, bạn có thể nghe được sự im lặng",1.7548783898405584e-78,0.3140845070422535
And it was a turning point.,Và đó là một bước ngoặt.,6,Và đó là một bước ngoặt.,1.0,0.9976851851851852
I'd prefer a private beach.,tao thích một bãi biển riêng hơn.,5,Tôi thích một bãi biển riêng.,0.43012508513132625,0.5751811594202899
"Whatever you do, I support you.","Dù con có làm gì đi nữa, thì mẹ cũng sẽ ủng hộ con.",6,"Bất cứ điều gì anh làm, tôi ủng hộ anh.",4.27242167093289e-155,0.18790849673202614
You know I have what you want.,Mày biết tao có thứ mày muốn.,7,Anh biết tôi có những gì anh muốn.,1.4256605770826504e-231,0.2112676056338028
The intelligence analysis would cover malicious cyberwarfare occurring between the 2008 and 2016 elections.,Các phân tích tình báo sẽ bao gồm chiến tranh mạng độc hại trong cuộc bầu cử năm 2008 đến năm 2016.,14,Các phân tích tình báo sẽ bao gồm các cuộc tấn công gián điệp xảy ra giữa cuộc bầu,0.34224037648142,0.45460829493087557
"In the course of the past year, we've become experts in the field of community-powered disaster recovery.","Chỉ trong năm ngoái, chúng tôi trở thành chuyên gia phục hồi cộng đồng sau thảm họa.",17,"Trong suốt năm qua, chúng tôi trở thành chuyên gia trong lĩnh vực phục hồi thảm họa cộng",0.329340597116918,0.6578947368421053
I believe this is the beginning of true environmental responsibility.,Tôi tin rằng đây là sự khởi đầu của trách nhiệm thật sự về môi trường.,10,Tôi tin rằng đây là bước khởi đầu của trách nhiệm môi trường thực sự.,0.4713945310979295,0.6848069026456677
"It operates flights to destinations in Europe and Northern Africa, mainly leisure markets, on its own behalf as well as scheduled flights on behalf of Swiss International Air Lines and Lufthansa using their fleet of Embraer 190s and Fokker 100s.","Hãng hoạt động các chuyến bay tới các điểm đến ở châu Âu và Bắc Phi, chủ yếu là thị trường giải trí, mà còn đến các địa điểm kinh doanh trên danh nghĩa của chính mình cũng như các chuyến bay thường xuyên đại diện cho Swiss International Air Lines sử dụng đội tàu bay gồm các tàu bay Fokker 100.",40,"Nó điều hành các chuyến bay đến các điểm đến ở châu Âu và Bắc Phi, chủ yếu",0.05891003069152362,0.24718364197530865
The idea was tested at Wright Field in the late 1940s using a Douglas C-47A Skytrain and Culver Q-14B Cadet.,"Ý tưởng này đã được thử nghiệm tại Wright Field vào cuối thập niên 1940, họ lấy 1 chiếc Douglas C-47A Skytrain và một chiếc Culver Q-14B Cadet.",20,Ý tưởng này được thử nghiệm tại Wright Field vào cuối những năm 1940 với Douglas,0.25620136018688733,0.4442630597014925
"Mom, is he a senior in high school?",Anh ấy vẫn là học sinh cấp ba sao mẹ?,8,"Mẹ, cậu ấy là học sinh cấp ba à?",0.4180134288483488,0.5948372615039282
"Owing to hardware advancements and the operating system's support for tablets, screen resolutions can now reach as high as QSXGA resolution (2560×2048) and further, as opposed to the 1080p cap of Windows Phone 8.","Nhờ những cải tiến về phần cứng và việc Windows 10 Mobile có hỗ trợ máy tính bảng, độ phân giải màn hình có thể lên tới QSXGA (2560×2048) và lớn hơn, trái ngược với giới hạn 1080p trên Windows Phone 8.",34,Nhờ vào sự phát triển phần cứng và hỗ trợ của hệ điều hành cho các thiết bị di,8.58638935873737e-79,0.12874335292471312
We're coming to your position.,Chúng tôi đang đến chỗ cô.,5,Chúng tôi đang đến chỗ của anh.,0.6147881529512643,0.8163934426229508
He was given a role in ensuring Kim Jong-un's succession drive and appointed to the Politburo in September 2010.,Ông được trao cho một vai trò trong việc đảm bảo sự kế vị của Kim Jong-un và được bầu vào Bộ Chính trị vào tháng 9 năm 2010.,19,Ông được giao một vai trò trong việc đảm bảo kế hoạch tái định cư của Kim Jong-,0.21824281600114182,0.4145509757068897
"Well, you know what I do, Don?","Biết tôi làm thế nào không, Don?",7,"Anh biết tôi làm gì không, Don?",9.85444998995587e-155,0.6914285714285714
You want me to roll a joint?,Muốn làm 1 điếu không?,7,Anh muốn tôi lăn một cái chân không?,1.0832677820940877e-231,0.18867924528301888
"It is the main constituent of the ""iron"" planetary cores and iron meteorites.","Nó là thành phần chính của lõi hành tinh ""sắt"" và thiên thạch sắt.",13,"Nó là thành phần chính của các lõi ""độ"" hành tinh và các thiên thạch sắt",0.38975749519739833,0.8145050860719875
- They'll just slow us down.,- Họ sẽ làm chậm chân ta.,6,- Họ sẽ làm chúng ta chậm lại.,0.3655552228545123,0.6816901408450705
And that'll be her punishment...,Và đó sẽ là hình phạt của cô ta--,5,Và đó sẽ là hình phạt cho cô ấy...,0.6104735835807844,0.7687074829931974
We're expecting to be expecting.,Bọn tôi đang tính chuyện có bầu.,5,Chúng tôi đang mong đợi điều đó.,6.968148412761692e-155,0.26785714285714285
"Penda Mbow, born in 1955, is a historian, an activist, and a Senegalese politician.","Penda Mbow, sinh năm 1955, là một nhà sử học, một nhà hoạt động, và một chính trị gia người Senegal.",14,"Penda Mbow, sinh năm 1955, là một nhà sử học, một",0.40289032152913296,0.5367768595041322
Further operations were performed in October 1986 and October 1987.,Các lần phẫu thuật tiếp theo thực hiện vào tháng 10 năm 1986 và tháng 10 năm 1987.,10,Các hoạt động tiếp theo được thực hiện vào tháng 10 năm 1986 và tháng,0.49942858047930094,0.6534447583176396
"The final model was the Flakpanzer IV Kugelblitz, of which only five pilot vehicles were built.","Mô hình cuối cùng là Flakpanzer IV Kugelblitz, trong đó chỉ có năm được sản xuất.",16,"Model cuối cùng là chiếc Flakpanzer IV Kugelblitz, trong đó",0.2883357434061017,0.515422077922078
I think you actually enjoy hurting me.,Anh nghĩ em thật sự thích thú hành hạ anh.,7,Tôi nghĩ anh thực sự thích làm tổn thương tôi.,6.373704167435469e-155,0.31562500000000004
Will be here within the hour.,Nó sẽ tới đây nội trong 1 giờ.,6,Sẽ có mặt trong vòng 1 tiếng nữa.,1.2882297539194154e-231,0.1875
It is known only from Cuzco region in Peru. discoverlife.org,Nó là loài duy nhất được tìm thấy ở Cuzco region in Peru. discoverlife.org,10,Nó chỉ được tìm thấy ở vùng Cuzco ở Peru.,0.20252884954471365,0.4209183673469388
They believed in the motto.,Họ luôn tin vào khẩu hiệu,5,Họ tin vào khẩu hiệu.,6.042433724643145e-78,0.635593220338983
"Yeah, her name is Jane Crenna.","Yeah, bà ta tên Jane Crenna.",6,"Vâng, tên cô ấy là Jane Crenna.",7.711523862191631e-155,0.4189435336976321
- What's the fastest way to Grand Central?,- Cách nhanh nhất đến Grand Central là gì?,8,- Cách nhanh nhất để đến Grand Central là gì?,0.6580370064762462,0.9835843169176502
Ma finds Cheung and offers him a large sum of money to get revenge against Tin on his behalf.,Ma tìm thấy Cheung và cho anh ta một khoản tiền lớn để trả thù ông Tin.,19,Ma tìm thấy Cheung và đưa cho hắn một số tiền lớn để trả thù Tin.,0.4593006739855921,0.7473477819404083
But I can't remember why she can't be sure it's her friend.,Nhưng ta không nhớ tại sao cô nàng lại không biết đó là bạn mình.,12,Nhưng tôi không nhớ tại sao cô ấy không chắc đó là bạn của cô ấy.,0.3237722713145643,0.6208609271523178
Because his father had entrusted him with precious gifts mankind had never seen he had to survive to fulfill the privilege Ubilla had bestowed on him that fateful day in Veracruz.,Vì cha ông ta đã giao phó cho ông ta ...món quà quý giá mà nhân loại chưa bao giờ thấy ông ta phải sống để hoàn thành sứ mệnh Ubilla đã dành cho ông ta ngày định mệnh ở Veracruz.,31,Vì cha ông đã trao cho ông những món quà quý giá mà loài người chưa từng thấy ông,0.0731180523248974,0.2794637955224791
They both hurt you on purpose.,Cả hai đều cố tình làm đau con.,6,Cả hai đều làm anh tổn thương.,4.677477553605556e-78,0.4746835443037974
"Chennaiyin FC is a professional football club based in Chennai, Tamil Nadu.","Chennaiyin FC là một câu lạc bộ bóng đá chuyên nghiệp có trụ sở tại Chennai, Tamil Nadu.",12,Chennaiyin FC là một câu lạc bộ bóng đá chuyên nghiệp có trụ sở tại,0.8187307530779819,0.8473320778405524
And is that how you became a lesbian?,Và đó là lý do cô trở thành một người đồng tính?,8,Và đó là cách cô trở thành một người đồng tính?,0.6407117598241614,0.8369747899159665
Because we have not heard from the pirates.,Bởi vì chúng tôi vẫn chưa liên lạc được với bọn chúng,8,Bởi vì chúng ta chưa nghe tin về bọn cướp biển.,3.5354605262379067e-78,0.3126050420168068
They know a lot more.,Họ biết nhiều hơn đấy.,5,Họ biết nhiều hơn thế.,0.668740304976422,0.7937500000000002
"Following the downfall of the Polish Communist regime in 1989, the German minorities' political situation in modern-day Poland has improved, and after Poland joined the European Union in the 2004 enlargement and was incorporated into the Schengen Area, German citizens are now allowed to buy land and property in the areas where they or their ancestors used to live, and can return there if they wish.","Sau sự sụp đổ của chế độ Cộng sản Ba Lan vào năm 1989, tình hình chính trị của các dân tộc thiểu số Đức ở Ba Lan ngày nay đã được cải thiện, và sau khi Ba Lan gia nhập Liên minh Châu Âu trong cuộc mở rộng năm 2004 và được hợp nhất vào Khu vực Schengen, công dân Đức hiện được phép mua đất và tài sản ở những khu vực nơi mà họ hoặc tổ tiên của họ từng sinh sống, và có thể trở lại đó nếu họ muốn.",66,"Sau sự sụp đổ của chế độ cộng sản Ba Lan vào năm 1989, tình",0.004130280743689939,0.1554006968641115
"Some of this treasure has since been recovered, and its presence resulted in the region's name.","Một số kho báu này đã được phục hồi, và sự hiện diện của nó dẫn đến tên của khu vực.",16,"Một số kho báu này đã được thu hồi, và sự hiện diện của nó đã tạo nên",0.553648638779538,0.6497091590259291
They're not really bright. They don't have to be.,Chúng không thực sự thông minh Chúng không cần.,9,Họ không thật sự sáng sủa.,8.396161215621529e-232,0.1149425287356322
"Some time later, Kuro visits Sekiro's grave before leaving on his own journey.","Một thời gian sau, Kuro đến thăm mộ của Sekiro trước khi rời khỏi hành trình của chính mình.",13,"Một thời gian sau, Kuro đến mộ Sekiro trước khi rời đi trên chuyến hành",0.39443258294642713,0.6332138590203107
"During these many operators received honors for their courage and prowess in combat, including with the title Hero of the Russian Federation.","Trong các chiến dịch này, nhiều đặc nhiệm đã được vinh danh vì lòng dũng cảm và năng lực của họ trong chiến đấu và được tặng danh hiệu Anh hùng Liên bang Nga.",22,"Trong những năm này, nhiều nhà điều hành nhận được danh hiệu cho sự dũng cảm và tài",1.4703199205609036e-78,0.2366255144032922
The Narodowy Fundusz Zdrowia is the National Health Fund of Poland.,Quỹ Y tế Quốc gia Ba Lan mang tên Narodowy Fundusz Zdrowia.,11,Quỹ Narodowy Fundusz Zdrowia là Quỹ Y tế Quốc gia Ba,0.47417975608185275,0.6670168067226891
"On 29 December 1943, Tennessee began intensive bombardment practice, pounding San Clemente Island in rehearsal for the invasion of the Marshall Islands.","Từ ngày 29 tháng 12 năm 1943, Tennessee bắt đầu khẩn trương thực tập tác xạ, nả pháo xuống đảo San Clemente nhằm chuẩn bị cho đợt tấn công quần đảo Marshall.",22,"Ngày 29 tháng 12 năm 1943, Tennessee bắt đầu thực hành ném bom",0.13358203068511942,0.33089700996677734
The object of the game is to compile the maximum number of victory points by creating buildings and producing commodities.,Mục đích của trò chơi là tối đa số điểm chiến thắng bằng cách tạo ra các công trình và sản xuất các hàng hóa.,20,Mục đích của trò chơi là tổng hợp số điểm chiến thắng tối đa bằng cách tạo ra các,0.43641747272344983,0.6878580747631743
Neskaupstaður is a town located on the fjord Norðfjörður on the eastern side of Iceland.,Neskaupstaður là một thị trấn nằm ở trên fjord Norðfjörður ở phía đông Iceland.,15,Neskaupstaur là một thị trấn nằm trên dãy núi Norfj,0.27559110500755524,0.43300653594771243
"And in fact, the seeds of terrible ideas are often something truly remarkable.","Và trên thực tế, những ý tưởng tệ hại thường mang trong mình những sự đặc biệt.",13,"Và thực tế, những hạt giống của những ý tưởng tồi thường là thứ thật sự đáng ngạc",4.2531321763797246e-78,0.44834307992202727
"They had to be rich, old, insecure, vain, superficial, blonde, needy.","Họ phải giàu có, già nua, yếu lòng, tự phụ, nông cạn, tóc vàng, cần được quan tâm.",11,"Họ phải giàu có, già, thiếu thốn, vô tâm, xấu xa, thiếu thốn.",0.1316397807693107,0.2267857142857143
"After meiosis, the haploid microspores undergo several changes:","Sau khi giảm phân kết thúc, các vi bào tử lưỡng bội trải qua một số sự thay đổi.",8,"Sau khi bị u não, các tế bào lympho haploid trải qua một số thay đổi",0.1670445270854116,0.44002112629563606
"In 2003, she became the vocalist of the band Ich Troje, replacing Justyna Majkowska.","Năm 2003, Świątczak là giọng ca chính của ban nhạc Ich Troje, thay thế Justyna Majkowska.",14,"Năm 2003, cô trở thành ca sĩ của ban nhạc Ich Troje,",0.2701368758820638,0.49929887820512825
"Coldplay sparked an interest at Hispanic influences after having recorded in churches and in Spanish-speaking countries such as in Mexico in North America and Spain in Europe, such as Barcelona.","Coldplay đã tạo nên một sự chú ý ở những ảnh hưởng Tây Ban Nha sau khi thu âm ở một số nhà thờ và ở những nước nói tiếng Tây Ban Nha như Mexico ở Bắc Mỹ và Tây Ban Nha ở châu Âu, chẳng hạn như Barcelona.",30,Coldplay đã gây được sự quan tâm đến các ảnh hưởng của người Hispanic sau khi đã thu,1.4104024762699268e-155,0.1375272331154684
"Boston ARTCC made multiple attempts to talk to Flight 11 without reply, and at 08:21, the flight stopped transmitting its Mode-C transponder signal.","Boston ARTCC thực hiện nhiều cố gắng để nói chuyện với chuyến Bay 11 mà không trả lời, và tại 08:21, các chuyến bay dừng lại truyền Chế độ của nó-C chip tín hiệu.",23,Boston ARTCC đã nhiều lần cố gắng để nói chuyện với Flight 11 mà,0.1061294649078564,0.3354855371900826
We can not simply ignore.,Ko đơn giản là lờ đi đâu.,5,Chúng ta không thể chỉ lờ đi.,1.1200407237786664e-231,0.07142857142857142
"Permission to disperse them, please.",Xin phép được giải tán họ.,5,Xin cho phép họ tách ra.,1.384292958842266e-231,0.16666666666666666
"After months of investigations, his group concluded that ""Falun Gong has hundreds of benefits for the Chinese people and China, and does not have one single bad effect.""","Sau nhiều tháng điều tra, nhóm của ông đã kết luận rằng ""Pháp Luân Công có hàng trăm lợi ích cho người dân Trung Quốc và nước Trung Quốc, và không có một tác động xấu nào.""",28,"Sau nhiều tháng điều tra, nhóm của ông kết luận rằng ""Falun Gong có",0.12182258997607143,0.34311959654178675
"From 6 to 9 January 1938, she participated in the search for a lost patrol plane from Patrol Squadron 7 (VP-7).","Từ ngày 6 đến ngày 9 tháng 1 năm 1938, nó tham gia tìm kiếm một máy bay thuộc Liên đội Tuần tra 7 (VP-7) bị mất tích.",21,"Từ ngày 6 đến ngày 9 tháng 1 năm 1938, nó tham gia tìm kiếm",0.4203503845086819,0.5617145235122762
"His court still used Latin, as did the army and administration, and he promoted science and the arts.","Triều đình của hoàng đế vẫn còn sử dụng tiếng Latinh, cũng như trong quân đội và chính quyền, và góp phần vào việc khuyến khích phát triển khoa học và nghệ thuật.",18,"Tòa án của ông vẫn sử dụng tiếng Latin, như quân đội và chính quyền, và ông",0.15036537402723044,0.32554847841472045
Imagine all a woman's hopes and dreams for her child... and then nature turns so cruel.,Hãy tưởng tượng tất cả những hy vọng của người phụ nữ và ước mơ cho con của họ... Tạo hóa trở nên tàn nhẫn.,16,Hãy tưởng tượng tất cả những hy vọng và ước mơ của một người phụ nữ... và rồi,0.34448756871464103,0.5630091542789956
The worst damage in the world &lt;b&gt; run by men who live the motto of the shooter:,Thiệt hại tồi tệ nhất trên thế giới &lt;b&gt; được điều hành bởi những người đàn ông sống theo phương châm của game bắn súng: Một bức ảnh &lt;/ b&gt; &lt;b&gt; một cái chết &lt;/ b&gt;,17,Những thiệt hại tồi tệ nhất trên thế giới &lt;b&gt; được điều hành,0.14050274664999413,0.38013800853335206
Just come here for a second.,Hãy đến đây vài một tí.,6,Chỉ cần đến đây một giây thôi.,7.711523862191631e-155,0.4189435336976321
